id,accession_number,artist,artistId,title,dateText,creditLine,year,dimensions,width,height,depth,units,inscription,thumbnailUrl
69400,A01270,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01270_8.jpg
69401,A01271,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01271_8.jpg
69402,A01272,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01272_8.jpg
69403,A01273,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01273_8.jpg
69404,A01274,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01274_8.jpg
69405,A01275,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01275_8.jpg
69406,A01276,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01276_8.jpg
69407,A01277,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01277_8.jpg
69408,A01278,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01278_8.jpg
69409,A01279,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01279_8.jpg
69410,A01280,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01280_8.jpg
69411,A01281,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01281_8.jpg
69412,A01282,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01282_8.jpg
69413,A01283,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01283_8.jpg
69414,A01284,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01284_8.jpg
69415,A01285,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01285_8.jpg
69416,A01286,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01286_8.jpg
69417,A01287,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01287_8.jpg
69418,A01288,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01288_8.jpg
69419,A01289,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01289_8.jpg
69420,A01290,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01290_8.jpg
69421,A01291,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01291_8.jpg
69422,A01292,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01292_8.jpg
69423,A01293,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01293_8.jpg
69424,A01294,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01294_8.jpg
69425,A01295,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01295_8.jpg
69426,A01296,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01296_8.jpg
69427,A01297,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01297_8.jpg
69428,A01298,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01298_8.jpg
69429,A01299,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01299_8.jpg
69430,A01300,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01300_8.jpg
69431,A01301,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01301_8.jpg
69432,A01302,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01302_8.jpg
69433,A01303,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01303_8.jpg
69434,A01304,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01304_8.jpg
69435,A01305,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01305_8.jpg
69436,A01306,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01306_8.jpg
69437,A01307,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01307_8.jpg
69438,A01308,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01308_8.jpg
69439,A01309,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01309_8.jpg
69440,A01310,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01310_8.jpg
69441,A01311,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01311_8.jpg
69442,A01312,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01312_8.jpg
69443,A01313,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01313_8.jpg
69444,A01314,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01314_8.jpg
69445,A01315,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01315_8.jpg
69446,A01316,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01316_8.jpg
69447,A01317,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01317_8.jpg
69448,A01318,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01318_8.jpg
69449,A01319,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01319_8.jpg
69450,A01320,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01320_8.jpg
69451,A01321,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01321_8.jpg
69452,A01322,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01322_8.jpg
69453,A01323,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01323_8.jpg
69454,A01324,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01324_8.jpg
69455,A01325,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01325_8.jpg
69456,A01326,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01326_8.jpg
69457,A01327,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01327_8.jpg
69458,A01328,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01328_8.jpg
69459,A01329,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01329_8.jpg
69460,A01330,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01330_8.jpg
69461,A01331,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01331_8.jpg
69462,A01332,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01332_8.jpg
69463,A01333,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01333_8.jpg
69464,A01334,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01334_8.jpg
69465,A01335,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01335_8.jpg
69466,A01336,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01336_8.jpg
69467,A01337,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01337_8.jpg
69468,A01338,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01338_8.jpg
69469,A01339,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01339_8.jpg
69470,A01340,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01340_8.jpg
69471,A01341,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01341_8.jpg
69472,A01342,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01342_8.jpg
69473,A01343,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01343_8.jpg
69474,A01344,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01344_8.jpg
69475,A01345,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01345_8.jpg
69476,A01346,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01346_8.jpg
69477,A01347,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01347_8.jpg
69478,A01348,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01348_8.jpg
69479,A01349,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01349_8.jpg
69480,A01350,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01350_8.jpg
69481,A01351,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01351_8.jpg
69482,A01352,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01352_8.jpg
69483,A01353,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01353_8.jpg
69484,A01354,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01354_8.jpg
69485,A01355,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01355_8.jpg
69486,A01356,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01356_8.jpg
69487,A01357,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01357_8.jpg
69488,A01358,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01358_8.jpg
69489,A01359,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01359_8.jpg
69490,A01360,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01360_8.jpg
69491,A01361,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01361_8.jpg
69492,A01362,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01362_8.jpg
69493,A01363,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01363_8.jpg
69494,A01364,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01364_8.jpg
69495,A01365,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01365_8.jpg
69496,A01366,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01366_8.jpg
69497,A01367,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01367_8.jpg
69498,A01368,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01368_8.jpg
69499,A01369,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01369_8.jpg
69500,A01370,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01370_8.jpg
69501,A01371,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01371_8.jpg
69502,A01372,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01372_8.jpg
69503,A01373,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01373_8.jpg
69504,A01374,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01374_8.jpg
69505,A01375,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01375_8.jpg
69506,A01376,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01376_8.jpg
69507,A01377,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01377_8.jpg
69508,A01378,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01378_8.jpg
69509,A01379,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01379_8.jpg
69510,A01380,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01380_8.jpg
69511,A01381,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01381_8.jpg
69512,A01382,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01382_8.jpg
69513,A01383,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01383_8.jpg
69514,A01384,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01384_8.jpg
69515,A01385,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01385_8.jpg
69516,A01386,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01386_8.jpg
69517,A01387,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01387_8.jpg
69518,A01388,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01388_8.jpg
69519,A01389,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01389_8.jpg
69520,A01390,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01390_8.jpg
69521,A01391,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01391_8.jpg
69522,A01392,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01392_8.jpg
69523,A01393,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01393_8.jpg
69524,A01394,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01394_8.jpg
69525,A01395,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01395_8.jpg
69526,A01396,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01396_8.jpg
69527,A01397,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01397_8.jpg
69528,A01398,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01398_8.jpg
69529,A01399,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01399_8.jpg
69530,A01400,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01400_8.jpg
69531,A01401,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01401_8.jpg
69532,A01402,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01402_8.jpg
69533,A01403,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01403_8.jpg
69534,A01404,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01404_8.jpg
69535,A01405,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01405_8.jpg
69536,A01406,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01406_8.jpg
69537,A01407,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01407_8.jpg
69538,A01408,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01408_8.jpg
69539,A01409,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01409_8.jpg
69540,A01410,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01410_8.jpg
69541,A01411,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01411_8.jpg
69542,A01412,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01412_8.jpg
69543,A01413,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01413_8.jpg
69544,A01414,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01414_8.jpg
69545,A01415,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01415_8.jpg
69546,A01416,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01416_8.jpg
69547,A01417,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01417_8.jpg
69548,A01418,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01418_8.jpg
69549,A01419,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01419_8.jpg
69550,A01420,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01420_8.jpg
69551,A01421,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01421_8.jpg
69552,A01422,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01422_8.jpg
69553,A01423,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01423_8.jpg
69554,A01424,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01424_8.jpg
69555,A01425,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01425_8.jpg
69556,A01426,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01426_8.jpg
69557,A01427,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01427_8.jpg
69558,A01428,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01428_8.jpg
69559,A01429,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01429_8.jpg
69560,A01430,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01430_8.jpg
69561,A01431,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01431_8.jpg
69562,A01432,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01432_8.jpg
69563,A01433,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01433_8.jpg
69564,A01434,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01434_8.jpg
69565,A01435,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01435_8.jpg
69566,A01436,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01436_8.jpg
69567,A01437,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01437_8.jpg
69568,A01438,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01438_8.jpg
69569,A01439,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01439_8.jpg
69570,A01440,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01440_8.jpg
69571,A01441,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01441_8.jpg
69572,A01442,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01442_8.jpg
69573,A01443,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01443_8.jpg
69574,A01444,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01444_8.jpg
69575,A01445,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01445_8.jpg
69576,A01446,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01446_8.jpg
69577,A01447,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01447_8.jpg
69578,A01448,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01448_8.jpg
69579,A01449,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01449_8.jpg
69580,A01450,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01450_8.jpg
69581,A01451,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01451_8.jpg
69582,A01452,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01452_8.jpg
