id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,totalWorks
776,"Bolus, Michael",Male,born 1934,1934,,South Africa,,13
777,"Bomberg, David",Male,1890-1957,1890,1957,"Birmingham, United Kingdom","London, United Kingdom",44
2586,"Bond, Henry",Male,born 1966,1966,,"Great Britain, United Kingdom",,1
778,"Bone, Sir Muirhead",Male,1876-1953,,1953,,"Oxford, United Kingdom",28
779,"Bone, Stephen",Male,1904-1958,1904,1958,"London, United Kingdom","London, United Kingdom",3
780,"Bonechi, Lorenzo",Male,born 1955,1955,,"Figline Valdarno, Italia",,5
41,"Bonington, Richard Parkes",Male,1802-1828,1802,1828,"Arnold, United Kingdom","London, United Kingdom",14
781,"Bonnard, Pierre",Male,1867-1947,1867,1947,"Fontenay-aux-Roses, France","Cannet, le, France",23
782,"Bontecou, Lee",Female,born 1931,1931,,"Providence, United States",,1
13195,"Booth, L",,,,,,,1
2702,"Borland, Christine",Female,born 1965,1965,,"Darvel, United Kingdom",,1
783,"Bornfriend, Jacob",Male,1904-1976,1904,,Ceská Republika,,1
784,"Borofsky, Jonathan",Male,born 1942,1942,,"Boston, United States",,23
42,"Borseller, Peter",Male,active 1664-1687,,,,,1
785,"Boshier, Derek",Male,born 1937,1937,,"Portsmouth, United Kingdom",,10
786,"Bosman, Richard",Male,born 1944,1944,,"Madras, Bharat",,1
787,"Boswell, James",Male,1906-1971,1906,,"Westport, New Zealand",,40
2684,"Boty, Pauline",Female,1938-1966,1938,1966,"Surrey, United Kingdom","London, United Kingdom",1
43,"Bough, Samuel",Male,1822-1878,1822,1878,"Carlisle, United Kingdom","Edinburgh, United Kingdom",1
44,"Boughton, George Henry",Male,1833-1905,1833,1905,"Norwich, United Kingdom","London, United Kingdom",1
788,"Boumans, Bart",Male,born 1940,1940,,"Deventer, Nederland",,1
789,"Bourdelle, Antoine",Male,1861-1929,1861,,France,,1
2351,"Bourgeois, Louise",Female,1911-2010,1911,2010,"Paris, France","New York, United States",33
2707,"Bourne, James",Male,1773-1854,1773,1854,"Lincolnshire, United Kingdom","Sutton Coldfield, United Kingdom",1
790,"Bouvier de Cachard, Comte Régis Guy de",Male,born 1929,1929,,"Paris, France",,4
4381,"Bowen, Denis",Male,1921-2006,1921,,"Kimberley, South Africa",,3
45,"Bower, Edward",Male,active 1629-c.1667,,1667,,"London, United Kingdom",1
791,"Bowey, Olwyn",Female,born 1936,1936,,"Stockton-on-Tees, United Kingdom",,1
46,"Bowler, Henry Alexander",Male,1824-1903,1824,1903,Kensington,"London, United Kingdom",1
792,"Bowling, Frank",Male,born 1936,1936,,Guyana,,4
793,"Box, E.",Female,1919-1988,,,,,1
47,"Boxall, Sir William",Male,1800-1879,1800,1879,"Oxford, United Kingdom","London, United Kingdom",1
6550,"Boxer, Stanley",Male,1926-2000,1926,2000,"New York, United States","Pittsfield, United States",25
48,"Boyce, George Price",Male,1826-1897,1826,1897,"Camden, United Kingdom","Chelsea, United Kingdom",7
7630,"Boyce, Martin",Male,born 1967,1967,,"Hamilton, United Kingdom",,4
794,"Boyce, Sonia",Female,born 1962,1962,,"London, United Kingdom",,2
795,"Boyd and Evans, Fionnuala and Leslie",,"born 1944, born 1945",,,,,1
1249,"Boyd Harte, Glynn",Male,1948-2003,1948,,"Lancashire, United Kingdom",,2
796,"Boyd, Arthur",Male,1920-1999,1920,1999,Australia,Melbourne,10
797,"Boyle, Mark",Male,1934-2005,1934,,"Glasgow, United Kingdom",,2
2482,"Boyne, John",Male,c.1750-1810,1750,1810,"Down, United Kingdom","London, United Kingdom",1
49,"Boys, Thomas Shotter",Male,1803-1874,1803,1874,"London, United Kingdom","London, United Kingdom",1
50,"Brabazon, Hercules Brabazon",Male,1821-1906,1821,,"Paris, France",,28
8804,"Braden, Norah",Female,1901-2001,1901,2001,"Margate, United Kingdom","Chichester, United Kingdom",1
9242,"Bradford, Mark",Male,born 1961,1961,,"Los Angeles, United States",,2
798,"Bradley, Martin",Male,born 1931,1931,,"Surrey, United Kingdom",,3
51,"Bramley, Frank",Male,1857-1915,1857,1915,"Lincolnshire, United Kingdom","Chalford, United Kingdom",2
799,"Brammer, Leonard",Male,1906-1994,1906,1994,"Delft, Nederland","Delft, Nederland",1
800,"Brancusi, Constantin",Male,1876-1957,1876,1957,România,"Paris, France",4
2414,"Brandard, Robert",Male,1805-1862,1805,1862,"Birmingham, United Kingdom","Kensington, United Kingdom",1
9570,"Brandenburg, Ulla von",Female,born 1974,1974,,"Karlsruhe, Deutschland",,1
2742,"Brandoin, Michael-Vincent Charles",Male,1733-1807,,,,,1
801,"Brandt, Bill",Male,1904-1983,1904,1983,"Hamburg, Deutschland","London, United Kingdom",6
802,"Brangwyn, Sir Frank",Male,1867-1956,1867,1956,"Brugge, België","Ditchling, United Kingdom",7
3094,"Branson, Clive",Male,1907-1944,,1944,,Myanmar,5
52,"Branwhite, Nathan",Male,1813-1894,,,,,1
803,"Braque, Georges",Male,1882-1963,1882,1963,"Argenteuil, France","Paris, France",15
11259,Brassai,Male,1899-1984,1899,1984,"Brasov, România","Beaulieu, France",3
804,"Bratby, John",Male,1928-1992,1928,1992,"Wimbledon, United Kingdom","Hastings, United Kingdom",6
2719,"Bravo, Manuel Álvarez",Male,1902-2002,1904,2002,"Ciudad de México, México","Ciudad de México, México",1
805,"Breakwell, Ian",Male,1943-2005,1943,2005,"Derby, United Kingdom","London, United Kingdom",21
564,"Bree, Rev. William",Male,1754-1822,,,,,1
806,"Breeze, Claude",Male,born 1938,1938,,"Nelson, Canada",,1
807,"Breton, André",Male,1896-1966,1896,1966,"Normandie, France","Paris, France",2
808,"Brett, Bernard",Male,born 1925,,,,,2
53,"Brett, John",Male,1831-1902,1831,1902,"Reigate, United Kingdom","Putney, United Kingdom",5
809,"Brett, The Hon. Dorothy",Female,1883-1977,1883,1977,"London, United Kingdom","Taos, United States",3
54,"Bridell, Frederick Lee",Male,1831-1863,1831,1863,"Southampton, United Kingdom","London, United Kingdom",1
810,"Bridgewater, Alan",Male,1903-1962,,,,,1
811,"Briggs, Ernest",Male,1866-1913,1866,1913,"Broughty Ferry, United Kingdom","Dunkeld, United Kingdom",1
55,"Briggs, Henry Perronet",Male,?1791-1844,1791,1844,"England, United Kingdom",London,3
2415,"Bright, Henry",Male,1810 or 14-1873,,,,,1
812,"Brill, Frederick",Male,1920-1984,,,,,1
2671,"Brill, Reginald",Male,1902-1974,1902,,"London, United Kingdom",,1
813,"Brisley, Stuart",Male,born 1933,1933,,"Haslemere, United Kingdom",,8
2638,British (?) School,,,,,,,388
61,British (?) School 19th Century,,1800-1899,,,,,2
56,British School 16th century,,1500-1599,,,,,5
57,British School 17th century,,1600-1699,,,,,25
58,British School 17th or 18th century,,1600-1799,,,,,1
59,British School 18th century,,1700-1799,,,,,83
60,British School 19th century,,1800-1899,,,,,50
2548,British School 20th century,,1900-1999,,,,,1
62,"Brock, Sir Thomas",Male,1847-1922,1847,,"Worcester, United Kingdom",,5
11347,"Brockhurst, Gerald",Male,1890-1978,1890,1978,"Birmingham, United Kingdom","Franklin Lakes, United States",1
814,"Brodzky, Horace",Male,1885-1969,1885,1969,"Kew, Australia","London, United Kingdom",2
11761,"Bronstein, Pablo",Male,born 1977,1977,,"Buenos Aires, Argentina",,2
815,"Broodthaers, Marcel",Male,1924-1976,1924,1976,"Saint-Gilles, België","Köln, Deutschland",13
816,"Brook, Peter",Male,1927-2009,1927,2009,"Scholes, United Kingdom","Halifax, United Kingdom",15
63,"Brooke, William Henry",Male,1772-1860,1772,1860,"Dublin, Éire","Chichester, United Kingdom",1
817,"Brooker, William",Male,1918-1983,1918,,"Croydon, United Kingdom",,1
64,"Brooking, Charles",Male,c.1723-1759,1723,1759,"Deptford, United Kingdom","London, United Kingdom",3
818,"Brooks, James",Male,1906-1992,1906,1992,"Saint Louis, United States","New York, United States",1
10428,"Broom, Christina",,1863-1939,,,,,2
16107,"Broomberg, Adam",Male,born 1970,1970,,"Johannesburg, South Africa",,12
819,"Brough, Robert",Male,1872-1905,1872,,"Invergordon, United Kingdom",,1
820,"Brough, Romey",Female,born 1944,,,,,1
8785,"Brouwn, Stanley",Male,born 1935,1935,,Nederland,,2
2703,"Brown, Cecily",Female,born 1969,1969,,"London, United Kingdom",,1
2587,"Brown, Don",Male,born 1962,1962,,"Norfolk, United Kingdom",,2
65,"Brown, Ford Madox",Male,1821-1893,1821,1893,"Calais, France","London, United Kingdom",39
66,"Brown, Frederick",Male,1851-1941,1851,1941,"Chelmsford, United Kingdom","Surrey, United Kingdom",3
67,"Brown, Kellock",Male,1856-1934,1856,1934,"Glasgow, United Kingdom","Glasgow, United Kingdom",1
822,"Brown, Mortimer",Male,1874-1966,1874,,"Stoke on Trent, United Kingdom",,1
823,"Brown, Ralph",Male,1928 - 2013,1928,,"Leeds, United Kingdom",,1
821,"Brown, Sir Arnesby",Male,1866-1955,1866,1955,"Nottingham, United Kingdom","Norfolk, United Kingdom",3
2562,"Browne, Hablot Knight",Male,1815-1882,1815,1882,"London, United Kingdom","Hove, United Kingdom",7
824,"Browne, Henriette",Female,1829-1901,1829,,"Paris, France",,1
11982,"Bruguera, Tania",Female,born 1968,1968,,"La Habana, Cuba",,2
825,"Brundrit, Reginald",Male,1883-1960,1883,1960,Liverpool,"England, United Kingdom",2
3824,"Brunias, Agostino",Male,c.1730-1796,,,,,1
2264,"Brüning, Peter",Male,1929-1970,1929,1970,"Düsseldorf, Deutschland","Ratingen, Deutschland",1
826,"Brunsdon, John",Male,born 1933,1933,,"Cheltenham, United Kingdom",,3
827,"Brus, Günter",Male,born 1938,1938,,"Steiermark, Österreich",,21
14432,"Bruscky, Paulo",Male,born 1949,1949,,"Recife, Brasil",,5
11951,"Bruton, Jo",Female,born 1967,1967,,"Littlehampton, United Kingdom",,1
9098,"Bryce, Fernando",Male,born 1965,1965,,"Lima, Perú",,1
2738,"Buchanan, Roderick",Male,born 1965,1965,,"Glasgow, United Kingdom",,1
2276,"Buchheister, Carl",Male,1890-1964,1890,1964,"Hannover, Deutschland","Hannover, Deutschland",6
14637,"Buchler, Pavel",Male,born 1952,1952,,Ceská Republika,,2
2483,"Buck, Adam",Male,1759-1833,1759,1833,"Cork, Éire","London, United Kingdom",2
11696,"Buckingham, Matthew",Male,born 1963,1963,,"Nevada, United States",,1
828,"Buckley, Stephen",Male,born 1944,1944,,"Leicester, United Kingdom",,34
829,"Buffet, Bernard",Male,1928-1999,1928,1999,"Paris, France","Var, France",2
830,"Buhler, Robert",Male,1916-1989,1916,1989,"London, United Kingdom","London, United Kingdom",2
9058,"Bulloch, Angela",Female,born 1966,1966,,"Ontario, Canada",,5
2550,"Bunbury, Charles",Male,,,,,,1
2416,"Bunbury, Henry William",Male,1750-1811,1750,1811,"Suffolk, United Kingdom","Keswick, United Kingdom",31
831,"Bundy, Edgar",Male,1862-1922,1862,1922,"Brighton, United Kingdom","London, United Kingdom",1
832,"Burchfield, Charles",Male,1893-1967,1893,1967,"Ashtabula, United States","Buffalo, United States",1
6319,"Burden, Chris",Male,born 1946,1946,,"Boston, United States",,4
833,"Buren, Daniel",Male,born 1938,1938,,"Boulogne-Billancourt, France",,2
5625,"Burgess, John",Male,,,,,,1
834,"Burgin, Victor",Male,born 1941,1941,,"Sheffield, United Kingdom",,12
835,"Burkert, Robert",Male,born 1930,1930,,"Wisconsin, United States",,5
836,"Burn, Rodney J.",Male,1899-1984,1899,,"London, United Kingdom",,6
68,"Burne-Jones, Sir Edward Coley, Bt",Male,1833-1898,1833,1898,"Birmingham, United Kingdom","London, United Kingdom",140
69,"Burnet, James",Male,1788-1816,1788,,"Musselburgh, United Kingdom",,2
2558,"Burnet, John",Male,1784-1868,1784,1868,"Edinburgh, United Kingdom","London, United Kingdom",1
2334,"Burney, Edward Francis",Male,1760-1848,1760,1848,"Hereford and Worcester, United Kingdom","London, United Kingdom",6
837,"Burra, Edward",Male,1905-1976,1905,,"London, United Kingdom",,18
838,"Burri, Alberto",Male,1915-1995,1915,1995,"Città di Castello, Italia","Nice, France",1
972,"Burt (née Dallas), Angela",Female,born 1946,,,,,1
839,"Burt, Laurence",Male,born 1925,1925,,United Kingdom,,1
840,"Burton, Scott",Male,1939-1989,1939,1989,"Greensboro, United States","New York, United States",2
70,"Burton, William Shakespeare",Male,1824-1916,1824,,"London, United Kingdom",,1
15853,"Burtynsky, Edward",Male,born 1955,1955,,"Saint Catharines, Canada",,1
841,"Bury, Pol",Male,1922-2005,1922,2005,België,"Paris, France",2
842,"Bush, Jack",Male,1909-1977,1909,1977,"Toronto, Canada","Toronto, Canada",11
843,"Bussy, Simon",Male,1870-1954,1870,,"Dôle, France",,3
6992,"Bustamante, Jean-Marc",Male,born 1952,1952,,"Toulouse, France",,2
71,"Butler, Elizabeth",Female,1846-1933,1846,1933,"Lausanne, Schweiz",Éire,1
72,"Butler, Mildred Anne",Female,1858-1941,1858,1941,"Thomastown, Éire","Thomastown, Éire",1
844,"Butler, Reg",Male,1913-1981,1913,1981,"Buntingford, United Kingdom","Berkhamsted, United Kingdom",21
73,"Butler, Samuel",Male,1835-1902,1835,,"Nottinghamshire, United Kingdom",,1
2263,"Butts, John",Male,c.1728-1764,1728,1764,"Cork, Éire","Dublin, Éire",1
74,"Buvelot, Louis",Male,1814-1888,1814,1888,"Morges, Schweiz","Melbourne, Australia",1
11455,"Byrne, Gerard",Male,born 1969,1969,,"Dublin, Éire",,1
14505,"Cabrita Reis, Pedro",Male,born 1956,1956,,"Lisboa, Portugal",,4
9243,"Cadere, André",Male,1934-1978,1934,1978,Polska,France,1
845,"Cage, John",Male,1912-1992,1912,1992,"Los Angeles, United States","New York, United States",2
846,"Cahn, Miriam",Female,born 1949,1949,,"Basel, Schweiz",,2
10611,"Cahun, Claude",Male,1894-1954,1894,,"Nantes, France",,5
75,"Cain, Neville",Male,1855-1935,1855,1935,"Louisville, United States","Louisville, United States",1
847,"Caiserman-Roth, Ghitta",Female,1923-2005,1923,2005,"Québec, Canada",Montréal,1
76,"Caldecott, Randolph",Male,1846-1886,1846,1886,"Chester, United Kingdom","Saint Augustine, United States",3
848,"Calder, Alexander",Male,1898-1976,1898,1976,"Philadelphia, United States","New York, United States",5
77,"Calderon, Philip Hermogenes",Male,1833-1898,1833,1898,"Poitiers, France","London, United Kingdom",4
13491,"Callahan, Harry",Male,1912 - 1999,1912,1999,"Detroit, United States","Atlanta, United States",89
78,"Callcott, Sir Augustus Wall",Male,1779-1844,1779,1844,"London, United Kingdom","London, United Kingdom",87
2692,"Calle, Sophie",Female,born 1953,1953,,"Paris, France",,5
2396,"Callery, Simon",Male,born 1960,1960,,"London, United Kingdom",,1
849,"Calliyannis, Manolis",Male,born 1923,1923,,"Lésvos, Ellás",,1
79,"Callow, William",Male,1812-1908,1812,1908,"Greenwich, United Kingdom","Buckinghamshire, United Kingdom",28
80,"Calthrop, Claude",Male,1845-1893,,,,,1
2417,"Calvert, Charles",Male,1785-1852,1785,1852,"Glossop, United Kingdom","Cumbria, United Kingdom",1
81,"Calvert, Edward",Male,1799-1883,1799,1883,"Devon, United Kingdom","London, United Kingdom",18
6260,"Calzadilla, Guillermo",Male,born 1971,1971,,"La Habana, Cuba",,2
850,"Camargo, Sergio de",Male,1930-1990,1930,1990,"Rio de Janeiro, Brasil","Rio de Janeiro, Brasil",1
852,"Cameron, Katherine",Female,1874-1965,1874,,"Glasgow, United Kingdom",,2
851,"Cameron, Sir David",Male,1865-1945,1865,1945,"Glasgow, United Kingdom","Perth, United Kingdom",5
6211,"Camnitzer, Luis",Male,born 1937,1937,,"Lübeck, Deutschland",,2
853,"Camp, Jeffery",Male,born 1923,1923,,"Oulton Broad, United Kingdom",,3
12393,"Campbell, Duncan",Male,born 1972,1972,,Éire,,1
2385,"Campbell, James",Male,1828-1893,1828,1893,"Liverpool, United Kingdom","Liverpool, United Kingdom",1
854,"Campbell, Steven",Male,1954-2007,1954,2007,"Glasgow, United Kingdom","Stirling, United Kingdom",2
82,"Campion, George B.",Male,1796-1870,,1870,,"München, Deutschland",1
11797,"Campus, Peter",Male,born 1937,1937,,"New York, United States",,1
2302,Canaletto,Male,1697-1768,1697,1768,"Venezia, Italia","Venezia, Italia",2
13793,"Caniaris, Vlassis",Male,1928-2011,1928,,"Athínai, Ellás",,2
855,"Canin, Martin",Male,born 1927,1927,,United States,,6
12113,"Cantor, Ellen",Female,1963 - 2013,1963,,"Detroit, United States",,1
10272,"Cao, Fei",Female,born 1978,1978,,"Guangzhou, Zhonghua",,1
856,"Capel Doray, Audrey",Female,born 1931,1931,,"Montréal, Canada",,1
857,"Carder, Malcolm",Male,born 1936,,,,,1
8803,"Cardew, Michel",Male,1901-1983,1901,1983,"Wimbledon, United Kingdom","Truro, United Kingdom",7
4499,"Cardiff, Janet",Female,born 1957,1957,,"Brussels, Canada",,1
859,"Cardoso, José, Junior",Male,1861-1947,1861,1947,"Coimbra, Portugal","Rio de Janeiro, Brasil",1
9119,"Cardoso, Maria",Female,born 1963,1963,,Colombia,,1
83,"Carline, George",Male,1855-1920,1855,1920,"Lincoln, United Kingdom","Assisi, Italia",2
860,"Carline, Hilda",Female,1889-1950,1889,,"London, United Kingdom",,1
861,"Carline, Nancy",Female,1909-2004,1909,,"London, United Kingdom",,1
862,"Carline, Richard",Male,1896-1980,1896,1980,"Oxford, United Kingdom","Hampstead, United Kingdom",3
863,"Carline, Sydney",Male,1888-1929,1888,1929,"London, United Kingdom","London, United Kingdom",2
84,"Carlisle, George Howard, Ninth Earl of",Male,1843-1911,1843,1911,"London, United Kingdom","Surrey, United Kingdom",1
864,"Carlo, Michael",Male,born 1945,1945,,"Glemsford, United Kingdom",,1
5248,"Carnegie, Gillian",Female,born 1971,1971,,"Suffolk, United Kingdom",,3
11738,"Carneiro, André",Male,born 1922,1922,,"Atibaia, Brasil",,1
16015,"Caro, Antonio",Male,born 1950,1950,,"Bogotá, Colombia",,1
865,"Caro, Sir Anthony",Male,born 1924,1924,,"Surrey, United Kingdom",,23
866,"Carr, Thomas",Male,1909-1999,1909,1999,"Belfast, United Kingdom","Norwich, United Kingdom",1
867,"Carrière, Eugène",Male,1849-1906,1849,,"Seine-Maritime, Département de la, France",,3
868,"Carrington, Dora",Female,1893-1932,1893,1932,"Hereford, United Kingdom","Berkshire, United Kingdom",2
7615,"Carrington, Leonora",Female,1917-2011,1917,2011,"Lancashire, United Kingdom","Ciudad de México, México",3
869,"Carter, B.A.R.",Male,1909-2006,1909,,"Kenilworth, United Kingdom",,1
85,"Carter, Hugh",Male,1837-1903,1837,1903,"Birmingham, United Kingdom","London, United Kingdom",1
7079,"Carter, Nathan",Male,born 1970,1970,,"New York, United States",,2
86,"Carter, Samuel John",Male,1835-1892,1835,,"Swaffham, United Kingdom",,1
870,"Carter, William",Male,1863-1939,1863,1939,"Swaffham, United Kingdom","Swaffham, United Kingdom",1
2729,"Cartier-Bresson, Henri",Male,1908-2004,1908,,"Chanteloup, France",,2
2484,"Carwitham, Thomas",Male,active 1713-1733,,,,,3
2105,"Casas, Juan Vila",Male,1920 - 2007,1920,2007,"Sabadell, España","Barcelona, España",1
4624,"Casebere, James",Male,born 1953,1953,,"Lansing, United States",,1
871,"Cast, Jesse Dale",Male,1900-1976,,,,,3
87,"Cattermole, George",Male,1800-1868,1800,1868,"Norfolk, United Kingdom","Clapham, United Kingdom",11
873,"Caulfield, Patrick",Male,1936-2005,1936,2005,"London, United Kingdom","London, United Kingdom",124
874,"Cazin, Jean-Charles",Male,1841-1901,1841,1901,"Samer, France","Lavandou, le, France",1
875,"Cazin, Marie",Female,1844-1924,1844,1924,"Paimbeuf, France","Boulogne-sur-Mer, France",1
876,"Celic, Stojan",Male,1925-1992,,1992,,"Beograd, Jugoslavija",1
877,"Celice, Pierre",Male,born 1932,1932,,"Paris, France",,11
2731,"Celmins, Vija",Female,born 1938,1938,,"Riga, Latvija",,38
878,César,Male,1921-1998,1921,1998,"Marseille, France","Paris, France",8
879,"Cézanne, Paul",Male,1839-1906,1839,1906,"Aix-en-Provence, France","Aix-en-Provence, France",6
2253,"Chadwick, Helen",Female,1953-1996,1953,1996,"Croydon, United Kingdom","London, United Kingdom",15
880,"Chadwick, Lynn",Male,1914-2003,1914,,"Barnes, United Kingdom",,27
881,"Chagall, Marc",Male,1887-1985,1887,1985,"Vitebsk, Belarus","Saint-Paul, France",8
882,"Chaimowicz, Marc Camille",Male,born 1947,1947,,"Paris, France",,3
883,"Challenger, Michael",Male,born 1939,1939,,"Kent, United Kingdom",,3
88,"Chalon, Henry Bernard",Male,1770-1849,,1849,,"London, United Kingdom",1
884,"Chamberlain, Christopher",Male,1918-1984,1918,,"Worthing, United Kingdom",,1
885,"Chamberlain, John",Male,1927-2011,1927,2011,"Rochester, United States","New York, United States",2
89,"Chambers, George",Male,1803-1840,1803,1840,"Whitby, United Kingdom","Brighton, United Kingdom",2
16108,"Chanarin, Oliver",Male,born 1971,1971,,"London, United Kingdom",,12
2340,"Chandler, J.W.",Male,c.1770-1804 or 5,,1804,,"Edinburgh, United Kingdom",1
